ID,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG,URBANICITY
519697689,0,09JUL43,56.0,3,11.0,40506.0,1,210796.0,no,male,high school,blue collar,46,Commercial,25140.0,6,panel truck,1,0.0,0,0,3.0,0.0,8.0,0,highly rural/ rural
701170488,0,03AUG47,52.0,0,11.0,164332.25,0,453094.0,no,male,phd,doctor,36,Private,10950.0,1,minivan,0,0.0,0,1,0.0,0.0,17.0,0,highly urban/ urban
825682464,0,25JUL69,30.0,0,11.0,47538.0,0,184423.0,no,male,high school,blue collar,53,Commercial,29840.0,13,minivan,0,3421.0,2,0,4.0,0.0,7.0,0,highly urban/ urban
101209161,0,25JAN61,38.0,0,12.0,73664.0,0,0.0,no,f,bachelors,blue collar,43,Commercial,15110.0,13,suv,0,0.0,0,0,2.0,0.0,13.0,0,highly rural/ rural
929525931,0,05OCT69,30.0,2,13.0,19355.0,0,95595.0,yes,f,masters,professional,39,Private,6440.0,15,suv,0,0.0,0,0,0.0,0.0,9.0,0,highly urban/ urban
351440529,0,06OCT54,45.0,0,9.0,72702.0,0,221350.0,no,male,high school,blue collar,43,Commercial,13270.0,1,minivan,1,4740.0,2,0,5.0,1680.0,6.0,1,highly urban/ urban
671889409,0,01MAR44,55.0,0,9.0,69683.0,0,231225.0,yes,f,<high school,blue collar,50,Private,7000.0,6,sports car,0,1174.0,1,0,0.0,0.0,6.0,0,highly urban/ urban
726398507,0,15DEC36,62.0,1,15.0,68063.0,0,269614.0,yes,male,bachelors,professional,45,Private,12620.0,1,suv,1,11618.75,2,1,3.0,4252.0,1.0,1,highly urban/ urban
662930181,0,03APR53,46.0,0,11.0,78929.0,0,160661.0,yes,f,high school,blue collar,48,Commercial,23710.0,6,sports car,0,0.0,0,0,0.0,0.0,8.0,0,highly rural/ rural
327583169,0,20JAN66,33.0,1,12.0,67776.0,0,210356.0,yes,f,high school,blue collar,19,Commercial,22450.0,6,pickup,0,0.0,0,0,0.0,0.0,1.0,0,highly urban/ urban
995761340,0,13AUG52,47.0,0,7.0,18573.0,0,106303.0,yes,f,<high school,clerical,36,Private,17440.0,11,suv,0,0.0,0,0,0.0,0.0,1.0,0,highly urban/ urban
374448919,0,07JUL40,59.0,0,11.0,131919.0,0,328571.0,yes,f,bachelors,blue collar,27,Commercial,19580.0,6,suv,0,0.0,0,0,0.0,0.0,6.0,0,highly urban/ urban
388307461,0,01DEC45,53.0,0,13.0,89250.0,0,0.0,no,male,bachelors,professional,54,Private,15720.0,12,minivan,0,0.0,0,0,0.0,0.0,11.0,0,highly urban/ urban
463996114,0,30MAR59,40.0,0,13.0,66745.0,0,0.0,no,male,masters,professional,16,Commercial,20420.0,9,van,1,11618.75,2,0,0.0,0.0,13.0,0,highly urban/ urban
257833353,1,22MAR64,35.0,1,11.0,53529.0,0,206595.0,yes,f,bachelors,professional,11,Private,15480.0,10,suv,0,9144.0,1,0,0.0,0.0,12.0,0,highly rural/ rural
281356396,0,09JUL70,29.0,3,16.0,65242.0,0,216583.0,yes,f,bachelors,clerical,51,Private,1500.0,1,sports car,0,0.0,0,1,1.0,0.0,6.0,0,highly rural/ rural
148659373,0,02FEB55,44.0,0,11.0,89474.0,0,0.0,no,male,phd,unknown,11,Commercial,26450.0,6,panel truck,1,3845.0,2,0,0.0,0.0,16.0,0,highly urban/ urban
981279059,0,22OCT53,46.0,0,0.0,0.0,0,111439.0,yes,f,<high school,home maker,29,Private,6100.0,1,suv,0,0.0,0,0,0.0,8374.0,4.0,1,highly urban/ urban
769366547,0,27MAR49,50.0,0,12.0,164332.25,0,0.0,no,male,phd,unknown,47,Commercial,28370.0,14,panel truck,0,4558.0,2,0,7.5,0.0,15.0,0,highly urban/ urban
412968231,0,25MAR73,26.0,4,9.0,45254.0,1,196146.0,no,male,high school,blue collar,32,Commercial,23270.0,7,minivan,1,4567.0,1,0,5.0,19089.0,9.0,1,highly urban/ urban
892883588,0,07AUG59,40.0,1,9.0,20915.0,0,87526.0,yes,f,<high school,clerical,65,Private,12940.0,6,sports car,0,0.0,0,0,2.0,0.0,1.0,0,highly rural/ rural
715156643,0,10SEP54,45.0,0,11.0,119566.0,0,334438.0,yes,f,phd,doctor,49,Private,18500.0,7,suv,0,0.0,0,0,1.0,0.0,17.0,0,highly urban/ urban
548725414,0,04SEP67,32.0,0,9.0,4060.0,0,0.0,no,male,<high school,student,25,Private,9170.0,1,pickup,1,0.0,0,0,0.0,0.0,1.0,0,highly urban/ urban
973759443,0,09SEP69,30.0,2,12.0,117106.0,0,297195.0,yes,male,masters,unknown,7,Commercial,16490.0,6,van,1,0.0,0,0,2.0,0.0,16.0,0,highly urban/ urban
381485893,1,17JAN59,40.0,1,10.0,131449.0,1,0.0,no,f,masters,unknown,18,Commercial,31080.0,13,van,0,6895.0,3,0,4.0,3361.0,11.0,1,highly urban/ urban
871028924,0,25MAR54,45.0,0,11.0,36745.0,0,0.0,no,male,high school,blue collar,45,Private,13940.0,11,minivan,0,0.0,0,0,1.0,0.0,9.0,0,highly urban/ urban
524947310,0,26FEB44,55.0,0,12.0,81769.0,0,295162.0,yes,male,high school,blue collar,26,Private,14950.0,7,minivan,0,0.0,0,0,0.0,0.0,8.0,0,highly rural/ rural
10530845,0,16NOV46,53.0,0,12.0,45387.0,0,162853.0,yes,f,masters,lawyer,38,Private,6040.0,7,suv,0,0.0,0,0,0.0,0.0,13.0,0,highly urban/ urban
688381462,0,18FEB64,35.0,0,13.0,7163.0,0,0.0,no,male,high school,student,50,Commercial,6580.0,6,pickup,1,0.0,0,0,1.0,2081.0,9.0,1,highly urban/ urban
578096172,0,27OCT59,40.0,0,7.0,18909.0,0,93871.0,yes,f,<high school,clerical,32,Private,16310.0,1,suv,0,6377.0,3,0,0.0,0.0,1.0,0,highly urban/ urban
174671893,0,20AUG60,39.0,0,11.0,79594.0,0,0.0,no,male,masters,manager,29,Commercial,20660.0,3,van,1,2299.0,3,0,5.0,7803.0,9.0,1,highly urban/ urban
476437412,0,26JUL48,51.0,0,12.0,164332.25,0,582712.5,yes,male,phd,doctor,40,Private,35650.0,4,minivan,1,0.0,0,0,0.0,0.0,16.0,0,highly urban/ urban
326820492,0,08APR64,35.0,0,5.0,28551.0,0,128411.0,no,f,high school,home maker,45,Private,7860.0,4,sports car,0,4632.0,1,0,3.0,0.0,1.0,0,highly urban/ urban
60541050,0,29SEP47,52.0,0,10.0,32140.0,0,147434.0,yes,f,masters,lawyer,48,Private,21250.0,13,minivan,0,0.0,0,0,4.0,0.0,11.0,0,highly urban/ urban
909134973,0,24JAN54,45.0,0,12.0,103249.0,0,329348.0,no,male,masters,unknown,6,Commercial,23140.0,4,panel truck,1,0.0,0,0,0.0,0.0,13.0,0,highly urban/ urban
115247834,0,31JAN63,36.0,0,11.0,26820.0,0,172039.0,yes,male,high school,clerical,70,Private,14730.0,3,minivan,1,0.0,0,0,2.0,0.0,1.0,0,highly rural/ rural
723729141,0,17JUN40,59.0,1,15.0,67486.0,0,271840.0,yes,f,masters,lawyer,17,Private,19660.0,4,suv,0,4256.0,3,0,5.0,0.0,14.0,0,highly urban/ urban
610877471,0,19AUG45,54.0,0,14.0,35638.0,0,188539.0,yes,f,phd,doctor,34,Private,10460.0,6,suv,0,0.0,0,0,0.0,0.0,10.0,0,highly urban/ urban
667691307,0,18AUG39,60.0,0,11.0,32607.0,0,176839.0,no,male,high school,professional,31,Private,23360.0,4,minivan,0,0.0,0,0,0.0,5069.0,9.0,1,highly urban/ urban
249889271,0,10OCT38,61.0,0,14.0,121688.0,0,378194.0,yes,f,masters,lawyer,63,Private,14340.0,11,sports car,0,0.0,0,0,0.0,0.0,7.0,0,highly rural/ rural
410196095,0,01APR47,52.0,0,8.0,83171.0,0,292802.0,yes,f,bachelors,professional,27,Private,24160.0,7,minivan,0,0.0,0,0,0.0,0.0,5.0,0,highly urban/ urban
2034339,0,03JUL62,37.0,0,12.0,38575.0,0,180148.0,yes,f,<high school,blue collar,44,Private,26340.0,6,suv,0,0.0,0,1,0.0,0.0,1.0,0,highly urban/ urban
461817641,0,30MAY47,52.0,0,11.0,53529.0,0,0.0,no,male,phd,manager,35,Commercial,23320.0,9,panel truck,0,0.0,0,0,3.0,0.0,8.0,0,highly urban/ urban
375517116,0,20JUL62,37.0,0,13.0,69083.0,0,160661.0,no,f,bachelors,blue collar,39,Commercial,27200.0,1,minivan,0,0.0,0,0,2.0,0.0,14.0,0,highly rural/ rural
63843182,0,30SEP56,43.0,0,6.0,63107.0,0,166342.0,yes,male,high school,blue collar,22,Commercial,17630.0,6,minivan,1,0.0,0,0,0.0,0.0,10.0,0,highly urban/ urban
288286661,0,30SEP48,51.0,0,8.0,74003.0,0,249395.0,yes,male,high school,blue collar,29,Commercial,31780.0,1,panel truck,1,0.0,0,0,0.0,0.0,10.0,0,highly rural/ rural
635842470,2,10APR56,43.0,2,14.0,71964.0,0,225292.0,yes,f,high school,home maker,57,Private,21680.0,4,suv,0,0.0,0,0,5.0,0.0,1.0,0,highly rural/ rural
287934841,0,04JUN57,42.0,0,12.0,52792.0,0,213473.0,yes,male,high school,blue collar,29,Commercial,10980.0,1,pickup,1,0.0,0,0,0.0,3865.0,8.0,1,highly urban/ urban
416168600,0,02APR61,38.0,3,15.0,137897.0,0,335993.0,yes,f,bachelors,blue collar,21,Commercial,19090.0,7,pickup,0,11618.75,2,1,7.5,5603.0,12.0,1,highly urban/ urban
991956875,0,27APR44,55.0,0,16.0,27656.0,0,160661.0,yes,f,high school,home maker,33,Private,15540.0,1,suv,0,0.0,0,0,0.0,0.0,9.0,0,highly urban/ urban
836267708,0,14FEB47,52.0,0,7.0,132280.0,0,388651.0,yes,f,masters,lawyer,33,Private,27590.0,4,sports car,0,0.0,0,0,0.0,6597.0,14.0,1,highly urban/ urban
583108351,0,24APR66,33.0,4,14.0,30504.0,1,0.0,no,male,<high school,clerical,33,Private,7850.0,6,pickup,0,0.0,0,0,0.0,5970.0,7.0,1,highly urban/ urban
40203197,0,09SEP51,48.0,0,12.0,128974.0,0,315897.0,yes,f,masters,lawyer,54,Private,28690.0,11,pickup,0,0.0,0,0,4.0,0.0,7.0,0,highly urban/ urban
68066769,2,27MAY58,41.0,2,11.0,110358.0,0,327232.0,yes,male,bachelors,professional,13,Commercial,26630.0,10,panel truck,0,2521.0,3,0,3.0,0.0,11.0,0,highly urban/ urban
7626401,0,20JUL51,48.0,0,11.0,53529.0,0,0.0,no,f,<high school,clerical,34,Private,11890.0,1,sports car,0,0.0,0,0,0.0,0.0,1.0,0,highly urban/ urban
193813759,3,04MAY44,55.0,0,7.0,152439.0,0,413325.0,yes,f,phd,doctor,54,Private,20000.0,1,minivan,0,0.0,0,0,0.0,0.0,13.0,0,highly urban/ urban
103108106,0,24FEB50,49.0,0,14.0,96143.0,0,275140.0,yes,male,bachelors,blue collar,40,Commercial,16010.0,6,minivan,1,0.0,0,0,1.0,0.0,12.0,0,highly rural/ rural
856351528,0,27MAY74,25.0,1,12.0,17352.0,1,112808.0,no,f,<high school,blue collar,9,Private,9250.0,14,suv,0,0.0,0,0,0.0,1133.0,6.0,1,highly urban/ urban
150885693,1,30JUN56,43.0,3,11.0,17225.0,0,160661.0,yes,male,<high school,clerical,41,Private,20700.0,1,van,1,0.0,0,0,0.0,0.0,1.0,0,highly urban/ urban
91317111,0,12JUN54,45.0,2,16.0,39327.0,0,179607.0,yes,male,high school,blue collar,27,Commercial,15940.0,4,minivan,0,11618.75,1,1,0.0,2960.0,1.0,1,highly urban/ urban
352709005,0,28OCT42,57.0,0,11.0,164332.25,0,401463.0,yes,f,masters,lawyer,19,Private,18840.0,3,minivan,0,0.0,0,0,1.0,0.0,8.0,0,highly urban/ urban
148542842,0,19MAR59,40.0,0,12.0,108059.0,0,0.0,no,male,bachelors,professional,29,Commercial,22070.0,4,van,1,0.0,0,0,2.0,3997.0,11.0,1,highly urban/ urban
386925271,0,26NOV45,53.0,0,11.0,58691.0,0,255524.0,no,f,masters,lawyer,5,Private,12670.0,6,minivan,0,1208.0,1,0,3.0,4521.0,15.0,1,highly urban/ urban
289041210,0,27OCT49,50.0,0,9.0,78083.0,0,0.0,no,male,masters,unknown,32,Commercial,19310.0,4,van,1,11618.75,1,0,0.0,4805.0,1.0,1,highly urban/ urban
547430526,0,15JAN58,41.0,3,15.0,66059.0,1,220811.0,no,male,bachelors,blue collar,29,Private,12420.0,4,minivan,1,0.0,0,0,3.0,0.0,10.0,0,highly urban/ urban
779144962,0,16FEB48,51.0,0,10.0,45086.0,0,201195.0,yes,male,bachelors,clerical,39,Private,11110.0,1,pickup,1,0.0,0,0,0.0,0.0,14.0,0,highly urban/ urban
372736026,1,08JUN63,36.0,2,15.0,67775.0,1,160661.0,no,f,masters,manager,34,Private,13820.0,1,suv,0,0.0,0,0,0.0,0.0,8.0,0,highly urban/ urban
794649863,1,02JUL63,36.0,2,16.0,40983.0,0,142139.0,yes,f,<high school,blue collar,5,Private,33960.0,4,sports car,0,1200.0,2,0,7.0,316.0,1.0,1,highly urban/ urban
864505372,0,20JAN44,55.0,0,13.0,55532.0,0,198229.0,yes,male,high school,professional,26,Commercial,24010.0,4,panel truck,0,7903.0,2,0,1.0,0.0,1.0,0,highly urban/ urban
471820211,0,13DEC57,41.0,0,13.0,125603.0,0,280181.0,yes,f,masters,lawyer,22,Private,18160.0,4,suv,0,0.0,0,0,0.0,0.0,17.0,0,highly urban/ urban
80928323,0,04OCT44,55.0,0,1.0,55352.0,0,0.0,no,male,masters,lawyer,41,Private,7030.0,1,pickup,1,7373.0,4,0,4.0,0.0,13.0,0,highly urban/ urban
642497439,0,25MAR68,31.0,1,0.0,0.0,0,0.0,yes,male,<high school,student,18,Private,4600.0,9,pickup,1,6542.0,1,0,3.0,0.0,1.0,0,highly urban/ urban
173377251,2,28FEB54,45.0,3,0.0,0.0,0,0.0,yes,f,bachelors,student,58,Private,11880.0,10,suv,0,0.0,0,0,0.0,0.0,9.0,0,highly rural/ rural
639901617,0,14APR51,48.0,1,13.0,57973.0,1,231145.0,no,male,masters,professional,26,Commercial,12100.0,8,pickup,1,1402.0,3,0,6.0,0.0,15.0,0,highly urban/ urban
802236621,0,03NOV53,46.0,0,8.0,75614.0,0,188804.0,yes,male,masters,manager,35,Private,13660.0,4,minivan,1,0.0,0,0,3.0,3858.0,14.0,1,highly urban/ urban
414716379,0,06OCT47,52.0,0,15.0,55766.0,0,239175.0,yes,male,bachelors,blue collar,18,Commercial,23900.0,6,panel truck,1,5946.0,1,0,2.0,0.0,1.0,0,highly urban/ urban
556233658,1,19NOV56,42.0,1,13.0,40256.0,0,162915.0,yes,f,bachelors,professional,36,Private,18940.0,1,suv,0,0.0,0,0,0.0,0.0,8.0,0,highly urban/ urban
768282217,0,14APR42,57.0,0,11.0,43956.0,0,143523.0,yes,male,<high school,blue collar,40,Private,11600.0,1,pickup,1,0.0,0,0,1.0,0.0,1.0,0,highly rural/ rural
16186854,0,12NOV34,65.0,0,14.0,53529.0,0,231739.0,yes,f,masters,lawyer,45,Private,13350.0,10,sports car,0,11618.75,3,1,5.0,5257.0,9.0,1,highly urban/ urban
32831884,0,13JUL54,45.0,0,9.0,39089.0,0,206898.0,yes,male,high school,clerical,35,Private,12730.0,6,minivan,0,1332.0,2,0,2.0,0.0,6.0,0,highly urban/ urban
724661801,0,21MAY41,58.0,0,15.0,58139.0,0,229625.0,yes,f,masters,lawyer,48,Private,30260.0,1,minivan,0,0.0,0,1,3.0,0.0,13.0,0,highly urban/ urban
166585759,0,18DEC60,38.0,0,10.0,37769.0,0,0.0,no,f,<high school,clerical,24,Private,15070.0,10,suv,0,2820.0,3,0,7.0,0.0,5.0,0,highly urban/ urban
514500892,0,04APR56,43.0,2,12.0,53529.0,0,227476.0,yes,male,bachelors,blue collar,46,Commercial,19610.0,7,van,1,4704.0,3,0,1.0,5625.0,11.0,1,highly urban/ urban
99841097,0,02DEC53,45.0,0,4.0,53529.0,0,0.0,no,male,high school,professional,42,Private,13830.0,4,minivan,0,6556.0,3,0,0.0,3321.0,1.0,1,highly urban/ urban
40909627,0,14MAR61,38.0,0,10.0,17028.0,0,100123.0,no,male,<high school,clerical,35,Commercial,5300.0,6,pickup,0,0.0,0,0,0.0,0.0,7.0,0,highly rural/ rural
908596775,0,03OCT49,50.0,0,0.0,0.0,0,90068.0,no,f,bachelors,home maker,50,Private,10250.0,6,suv,0,0.0,0,0,0.0,0.0,7.0,0,highly rural/ rural
753621305,1,30SEP60,39.0,1,14.0,53529.0,0,178545.0,yes,f,bachelors,blue collar,40,Commercial,12370.0,1,suv,0,4526.0,1,0,2.0,0.0,8.0,0,highly urban/ urban
236005895,0,23JUL48,51.0,0,13.0,46570.0,0,0.0,no,f,masters,lawyer,59,Private,35990.0,10,minivan,0,0.0,0,0,0.0,1465.0,17.0,1,highly urban/ urban
134311337,0,08DEC62,36.0,0,12.0,32278.0,0,156388.0,yes,f,bachelors,professional,30,Private,5300.0,4,suv,0,0.0,0,0,0.0,0.0,8.0,0,highly urban/ urban
669242372,1,20NOV52,46.0,0,12.0,133300.0,0,379537.0,yes,male,masters,manager,37,Private,16840.0,1,van,1,0.0,0,0,0.0,0.0,18.0,0,highly urban/ urban
471252817,0,10OCT63,36.0,0,11.0,53529.0,0,272512.0,yes,f,masters,lawyer,16,Private,15250.0,6,minivan,0,0.0,0,0,0.0,0.0,16.0,0,highly urban/ urban
960028014,0,07OCT70,29.0,4,13.0,62151.0,0,193997.0,yes,f,phd,unknown,50,Private,10620.0,10,minivan,0,0.0,0,0,0.0,0.0,12.0,0,highly urban/ urban
247147250,0,25OCT73,26.0,1,0.0,0.0,0,0.0,yes,f,<high school,student,34,Private,4100.0,1,suv,0,5262.0,3,0,2.0,0.0,7.0,0,highly urban/ urban
850085480,0,01NOV55,44.0,1,11.0,102379.0,0,328971.0,yes,male,masters,unknown,46,Commercial,24510.0,10,panel truck,0,0.0,0,0,0.0,0.0,17.0,0,highly urban/ urban
524292553,0,10NOV47,52.0,0,14.0,29264.0,0,0.0,no,male,phd,doctor,19,Private,1500.0,6,minivan,1,0.0,0,0,2.0,0.0,20.0,0,highly urban/ urban
424365437,0,17NOV65,34.0,0,10.0,53914.0,0,209691.0,no,male,high school,clerical,22,Commercial,27620.0,1,panel truck,0,0.0,0,0,0.0,2199.0,6.0,1,highly urban/ urban
943460621,0,30OCT46,53.0,0,12.0,72537.0,0,0.0,no,male,bachelors,blue collar,78,Commercial,6800.0,1,pickup,0,0.0,0,0,0.0,0.0,1.0,0,highly urban/ urban
864565484,0,26NOV70,28.0,2,14.0,59889.0,0,193646.0,yes,f,masters,unknown,45,Private,11100.0,6,suv,0,5867.0,2,0,7.5,0.0,14.0,0,highly urban/ urban
196544770,0,09MAY43,56.0,0,14.0,53529.0,0,0.0,no,f,<high school,clerical,25,Private,6830.0,4,suv,0,0.0,0,0,0.0,0.0,5.0,0,highly urban/ urban
796253098,0,24MAR42,57.0,0,13.0,113903.0,0,322692.0,yes,f,masters,lawyer,51,Private,22030.0,3,minivan,0,0.0,0,0,4.0,0.0,20.0,0,highly rural/ rural
336934366,0,27NOV71,27.0,4,0.0,0.0,0,0.0,yes,male,high school,student,45,Commercial,4400.0,7,minivan,0,0.0,0,1,1.0,3172.0,1.0,1,highly urban/ urban
684601927,0,25JAN59,40.0,0,9.0,59645.0,0,200891.0,no,male,bachelors,manager,24,Private,20410.0,6,minivan,1,11618.75,3,0,2.0,0.0,12.0,0,highly urban/ urban
139804429,1,01SEP44,55.0,0,15.0,41643.0,0,237816.0,yes,f,masters,manager,45,Private,1500.0,10,suv,0,6715.0,4,0,0.0,0.0,15.0,0,highly urban/ urban
464590515,0,21JUN56,43.0,0,10.0,21814.0,0,139978.0,yes,f,<high school,blue collar,46,Commercial,16390.0,4,minivan,0,0.0,0,0,0.0,0.0,6.0,0,highly rural/ rural
91902244,0,01APR52,47.0,0,11.0,164332.25,0,0.0,no,male,phd,unknown,23,Commercial,22980.0,1,panel truck,1,0.0,0,0,0.0,0.0,17.0,0,highly urban/ urban
380764472,0,09JUN59,40.0,0,11.0,60445.0,0,207455.0,yes,f,high school,manager,30,Private,11540.0,15,minivan,0,1372.0,2,0,5.0,0.0,1.0,0,highly urban/ urban
852315084,0,17MAR55,44.0,0,11.0,164332.25,0,428679.0,no,f,masters,lawyer,43,Private,5900.0,6,suv,0,0.0,0,0,0.0,0.0,15.0,0,highly urban/ urban
507365681,1,28MAY59,40.0,2,16.0,36886.0,0,169625.0,yes,f,high school,clerical,47,Private,13130.0,11,sports car,0,0.0,0,0,2.0,0.0,9.0,0,highly rural/ rural
922780757,0,29APR61,38.0,2,14.0,54064.0,0,201418.0,yes,f,bachelors,professional,7,Private,5300.0,6,sports car,0,2307.0,2,0,3.0,0.0,7.0,0,highly urban/ urban
792036483,0,27AUG64,35.0,1,12.0,33621.0,0,173611.0,yes,f,high school,clerical,52,Private,20890.0,11,minivan,0,0.0,0,0,0.0,0.0,6.0,0,highly rural/ rural
335071025,1,30DEC54,44.0,1,7.0,7113.0,0,0.0,yes,f,<high school,student,28,Private,9850.0,10,suv,0,0.0,0,1,0.0,0.0,5.0,0,highly urban/ urban
68419810,0,21NOV49,49.0,0,13.0,116497.0,0,283565.0,yes,male,bachelors,professional,10,Commercial,28870.0,4,panel truck,0,11618.75,1,1,2.0,0.0,5.0,0,highly urban/ urban
485786296,0,23FEB44,55.0,0,15.0,100308.0,0,321843.0,yes,male,masters,lawyer,36,Private,13430.0,1,minivan,0,0.0,0,1,0.0,0.0,14.0,0,highly urban/ urban
405037020,0,03DEC68,30.0,4,12.0,58248.0,1,0.0,no,male,phd,unknown,25,Private,21760.0,7,minivan,0,9533.0,1,1,4.0,4206.0,17.0,1,highly urban/ urban
420164981,0,26OCT59,40.0,2,11.0,47486.0,0,165374.0,yes,f,bachelors,professional,74,Private,21300.0,6,suv,0,0.0,0,0,1.0,0.0,10.0,0,highly urban/ urban
51716203,0,03JUL69,30.0,1,11.0,77170.0,0,250064.0,yes,f,masters,unknown,39,Private,9220.0,4,suv,0,1243.0,1,0,1.0,0.0,16.0,0,highly urban/ urban
778825542,0,11OCT43,56.0,0,13.0,42176.0,0,0.0,yes,male,high school,student,38,Commercial,9360.0,1,pickup,1,0.0,0,0,0.0,0.0,5.0,0,highly rural/ rural
160351163,0,28FEB64,35.0,2,16.0,26127.0,0,150058.0,yes,f,high school,clerical,42,Private,23690.0,1,minivan,0,9633.0,3,0,7.5,1069.0,1.0,1,highly urban/ urban
116936487,0,16MAR57,42.0,0,2.0,34072.0,0,160862.0,yes,male,<high school,clerical,38,Commercial,27420.0,13,panel truck,1,11618.75,1,0,0.0,0.0,6.0,0,highly urban/ urban
431540609,1,04OCT56,43.0,2,13.0,35193.0,0,172258.0,yes,f,high school,blue collar,31,Commercial,12820.0,14,suv,0,0.0,0,0,0.0,0.0,1.0,0,highly rural/ rural
420584212,0,24FEB53,46.0,0,11.0,43651.0,0,128478.0,yes,f,high school,clerical,25,Private,15250.0,4,suv,0,6391.0,3,0,4.0,8331.0,1.0,1,highly urban/ urban
289346694,0,12DEC40,58.0,0,0.0,0.0,0,0.0,yes,f,high school,student,9,Commercial,7300.0,1,suv,0,0.0,0,1,4.0,5141.0,1.0,1,highly urban/ urban
130158352,1,05FEB58,41.0,2,13.0,58963.0,0,214655.0,yes,male,masters,lawyer,64,Private,18780.0,13,van,1,0.0,0,0,0.0,0.0,11.0,0,highly urban/ urban
518032759,0,29OCT60,39.0,0,13.0,134460.0,0,0.0,no,f,phd,manager,33,Private,7350.0,1,suv,0,1650.0,2,0,4.0,0.0,17.0,0,highly urban/ urban
693046723,0,09MAR45,54.0,0,11.0,108317.0,0,325936.0,no,male,bachelors,professional,26,Commercial,25190.0,4,panel truck,0,3110.0,2,0,2.0,0.0,13.0,0,highly urban/ urban
979385364,0,17MAR69,30.0,3,13.0,69512.0,0,187162.0,yes,f,bachelors,blue collar,43,Commercial,13330.0,1,suv,0,0.0,0,0,2.0,4711.0,9.0,1,highly urban/ urban
923686718,0,21APR57,42.0,0,12.0,138219.0,0,327627.0,yes,f,masters,lawyer,48,Private,5700.0,1,suv,0,0.0,0,0,0.0,0.0,14.0,0,highly urban/ urban
37477931,0,07JAN58,41.0,1,11.0,34024.0,1,153936.0,no,f,<high school,clerical,16,Private,18870.0,4,suv,0,5386.0,1,0,0.0,0.0,4.0,0,highly urban/ urban
268198790,0,11SEP62,37.0,0,8.0,60121.0,0,151782.0,no,f,phd,doctor,43,Private,11210.0,4,suv,0,4233.0,2,0,4.0,0.0,11.0,0,highly urban/ urban
347970641,0,27JAN52,47.0,0,12.0,108892.0,0,306026.0,yes,f,bachelors,professional,21,Private,25860.0,9,suv,0,0.0,0,0,1.0,0.0,1.0,0,highly urban/ urban
548662258,0,04JUL49,50.0,0,10.0,94403.0,0,270997.0,no,male,bachelors,manager,33,Commercial,29750.0,6,panel truck,0,0.0,0,0,0.0,0.0,8.0,0,highly urban/ urban
67355622,0,08SEP58,41.0,0,12.0,59567.0,0,224649.0,yes,f,bachelors,home maker,27,Private,18870.0,6,minivan,0,0.0,0,0,0.0,0.0,9.0,0,highly urban/ urban
723051889,0,28JUL60,39.0,0,10.0,35558.0,0,154532.0,no,male,high school,blue collar,60,Commercial,8960.0,1,minivan,0,0.0,0,0,0.0,0.0,9.0,0,highly rural/ rural
692655858,0,08DEC48,50.0,0,12.0,41799.0,0,0.0,no,f,masters,professional,20,Private,17270.0,13,sports car,0,0.0,0,0,0.0,0.0,14.0,0,highly urban/ urban
49643122,1,15APR58,41.0,2,14.0,44679.0,0,160661.0,yes,f,high school,blue collar,80,Private,7420.0,10,suv,0,0.0,0,0,2.0,0.0,6.0,0,highly urban/ urban
292519290,3,21AUG61,38.0,3,14.0,60854.0,0,160661.0,yes,male,masters,unknown,27,Commercial,29170.0,6,panel truck,1,0.0,0,0,4.0,4541.0,11.0,1,highly urban/ urban
212687745,1,30DEC53,45.0,1,11.0,63952.0,0,196368.0,yes,f,masters,lawyer,50,Private,14620.0,1,suv,0,3799.0,2,0,0.0,0.0,13.0,0,highly urban/ urban
228390035,0,26SEP53,46.0,0,9.0,28125.0,0,0.0,no,f,high school,student,51,Commercial,8410.0,1,suv,0,0.0,0,0,2.0,0.0,1.0,0,highly urban/ urban
268985802,0,30AUG58,41.0,0,11.0,0.0,0,78794.0,no,f,bachelors,home maker,43,Private,12450.0,15,suv,0,0.0,0,0,1.0,5101.0,11.0,1,highly urban/ urban
119301768,0,09OCT75,24.0,0,8.0,40245.0,0,98218.0,yes,f,high school,clerical,34,Private,7920.0,7,sports car,1,1836.0,1,0,7.5,1479.0,8.0,1,highly urban/ urban
954222851,0,19MAR61,38.0,0,11.0,69530.0,0,224447.0,yes,male,high school,blue collar,44,Commercial,5200.0,1,pickup,1,11618.75,3,1,4.0,5015.0,7.0,1,highly urban/ urban
774125255,0,21JAN65,34.0,3,14.0,54208.0,0,194465.0,yes,male,bachelors,professional,49,Private,17200.0,1,van,0,0.0,0,0,4.0,1682.0,1.0,1,highly urban/ urban
914469084,1,30JAN58,41.0,2,14.0,45298.0,0,189778.0,yes,male,high school,blue collar,5,Commercial,16000.0,1,minivan,1,8584.0,2,0,0.0,4111.0,1.0,1,highly urban/ urban
179770748,0,15NOV58,41.0,0,12.0,105494.0,0,282125.0,yes,male,bachelors,blue collar,35,Commercial,12050.0,4,pickup,1,0.0,0,0,1.0,0.0,9.0,0,highly rural/ rural
